id,release_date,movie,production_budget,domestic_gross,worldwide_gross
75,5-Oct-18,Hevi reissu,"$3,800,000 ","$10,153 ","$10,153 "
76,31-Dec-74,The Taking of Pelham One Two Three,"$3,800,000 ",$0 ,$0 
77,17-May-50,Annie Get Your Gun,"$3,768,785 ","$8,000,000 ","$8,000,000 "
78,11-Aug-06,Casa de Areia,"$3,750,000 ","$539,285 ","$1,178,175 "
79,5-Nov-10,Four Lions,"$3,750,000 ","$310,007 ","$2,436,111 "
80,19-Feb-10,Defendor,"$3,750,000 ","$44,462 ","$44,462 "
81,13-May-70,The Ballad of Cable Hogue,"$3,716,946 ","$3,500,000 ","$5,000,000 "
82,20-May-48,The Pirate,"$3,700,000 ","$2,956,000 ","$2,956,000 "
83,21-Nov-06,The History Boys,"$3,700,000 ","$2,730,296 ","$13,447,998 "
84,3-Nov-06,Unknown,"$3,700,000 ","$26,403 ","$3,355,048 "
85,25-May-69,Midnight Cowboy,"$3,600,000 ","$44,785,053 ","$44,785,053 "
86,10-Oct-08,Billy: The Early Years of Billy Graham,"$3,600,000 ","$320,896 ","$320,896 "
87,31-Dec-17,UtÃ¸ya 22. juli,"$3,600,000 ",$0 ,"$173,156 "
88,4-Jul-80,Airplane!,"$3,500,000 ","$83,453,539 ","$83,453,539 "
89,1-Jan-70,M*A*S*H,"$3,500,000 ","$81,600,000 ","$81,600,000 "
90,13-Aug-97,The Full Monty,"$3,500,000 ","$45,950,122 ","$261,249,383 "
91,13-Apr-18,Truth or Dare,"$3,500,000 ","$41,411,015 ","$95,127,344 "
92,26-May-93,Menace II Society,"$3,500,000 ","$27,731,527 ","$27,731,527 "
93,26-Apr-95,Friday,"$3,500,000 ","$27,467,564 ","$27,936,778 "
94,19-Feb-16,The Witch,"$3,500,000 ","$25,138,705 ","$40,454,520 "
95,2-Feb-18,Winchester,"$3,500,000 ","$25,091,816 ","$44,378,040 "
96,6-Dec-02,Empire,"$3,500,000 ","$17,504,595 ","$18,495,444 "
97,22-Feb-13,Dark Skies,"$3,500,000 ","$17,418,667 ","$27,704,111 "
98,19-Jan-18,Forever My Girl,"$3,500,000 ","$16,376,066 ","$16,376,066 "
99,1-May-87,Creepshow 2,"$3,500,000 ","$14,000,000 ","$14,000,000 "
100,14-Dec-67,In Cold Blood,"$3,500,000 ","$13,000,000 ","$13,007,551 "
1,18-Jul-59,The Nun's Story,"$3,500,000 ","$12,800,000 ","$12,800,000 "
2,21-Jun-72,Frenzy,"$3,500,000 ","$12,600,000 ","$12,600,000 "
3,23-Feb-66,Harper,"$3,500,000 ","$12,000,000 ","$12,000,000 "
4,27-May-98,I Got the Hook-Up!,"$3,500,000 ","$10,317,779 ","$10,317,779 "
5,23-Aug-96,She's the One,"$3,500,000 ","$9,482,579 ","$13,795,053 "
6,1-Jan-80,Terror Train,"$3,500,000 ","$8,000,000 ","$8,000,000 "
7,6-Nov-98,Gods and Monsters,"$3,500,000 ","$6,451,628 ","$6,451,628 "
8,16-Apr-10,El secreto de sus ojos,"$3,500,000 ","$6,391,436 ","$40,527,719 "
9,13-Mar-87,Evil Dead II,"$3,500,000 ","$5,923,044 ","$5,926,177 "
10,30-Jun-85,Day of the Dead,"$3,500,000 ","$5,804,262 ","$34,004,262 "
11,18-May-18,First Reformed,"$3,500,000 ","$3,448,256 ","$3,874,772 "
12,29-Jun-01,Pootie Tang,"$3,500,000 ","$3,293,258 ","$3,293,258 "
13,2-Dec-16,Believe,"$3,500,000 ","$890,303 ","$890,303 "
14,19-Apr-00,La otra conquista,"$3,500,000 ","$886,410 ","$886,410 "
15,30-Sep-16,American Honey,"$3,500,000 ","$663,247 ","$2,611,750 "
16,18-Mar-16,The Bronze,"$3,500,000 ","$615,816 ","$615,816 "
17,10-Jun-11,Trolljegeren,"$3,500,000 ","$253,444 ","$5,706,638 "
18,14-Sep-07,Ira and Abby,"$3,500,000 ","$221,096 ","$221,096 "
19,8-Jan-16,The Masked Saint,"$3,500,000 ","$182,695 ","$182,695 "
20,17-Feb-06,Winter Passing,"$3,500,000 ","$107,492 ","$113,783 "
21,25-Mar-05,D.E.B.S.,"$3,500,000 ","$96,793 ","$96,793 "
22,3-Jun-16,Time to Choose,"$3,500,000 ","$29,233 ","$29,233 "
23,26-Jun-09,Surveillance,"$3,500,000 ","$27,349 ","$1,396,395 "
24,17-Sep-99,Taxman,"$3,500,000 ","$9,871 ","$9,871 "
25,31-Dec-11,The Kick,"$3,500,000 ",$0 ,"$40,622 "
26,30-Jun-09,The Betrayed,"$3,500,000 ",$0 ,$0 
27,1-Oct-06,The Secret,"$3,500,000 ",$0 ,$0 
28,28-Jun-11,2:13,"$3,500,000 ",$0 ,$0 
29,29-Jan-13,"Batman: The Dark Knight Returns, Part 2","$3,500,000 ",$0 ,$0 
30,11-Mar-14,In the Name of the King III,"$3,500,000 ",$0 ,$0 
31,4-Mar-14,Wicked Blood,"$3,500,000 ",$0 ,$0 
32,5-Jun-15,Dawn Patrol,"$3,500,000 ",$0 ,$0 
33,17-May-13,Jagten,"$3,450,000 ","$687,185 ","$18,309,793 "
34,1-Sep-15,Lords of London,"$3,440,000 ",$0 ,$0 
35,24-Jun-05,La marche de l'empereur,"$3,400,000 ","$77,437,223 ","$133,276,359 "
36,23-Dec-77,High Anxiety,"$3,400,000 ","$31,063,038 ","$31,063,038 "
37,21-Oct-11,Margin Call,"$3,400,000 ","$5,353,586 ","$20,433,227 "
38,26-Sep-08,Choke,"$3,400,000 ","$2,926,565 ","$4,124,277 "
39,23-Apr-04,L\'incomparable mademoiselle C.,"$3,400,000 ","$493,905 ","$493,905 "
40,11-Jul-08,August,"$3,400,000 ","$12,636 ","$12,636 "
41,3-Mar-15,To Write Love On Her Arms,"$3,400,000 ",$0 ,$0 
42,16-Feb-56,Carousel,"$3,380,000 ",$0 ,"$3,604 "
43,10-Oct-14,Whiplash,"$3,300,000 ","$13,092,006 ","$38,969,037 "
44,26-Oct-07,Bella,"$3,300,000 ","$8,093,373 ","$12,405,473 "
45,17-Jan-03,Cidade de Deus,"$3,300,000 ","$7,563,397 ","$32,059,295 "
46,5-May-00,Human Traffic,"$3,300,000 ","$104,257 ","$5,422,740 "
47,29-Dec-06,The Dead Girl,"$3,300,000 ","$19,875 ","$19,875 "
48,20-Jan-15,The Opposite Sex,"$3,300,000 ",$0 ,"$50,206 "
49,18-Nov-83,A Christmas Story,"$3,250,000 ","$20,605,209 ","$20,605,209 "
50,20-Aug-82,Class of 1984,"$3,250,000 ","$6,965,361 ","$6,965,361 "
51,30-Jan-09,Entre les murs,"$3,250,000 ","$3,766,810 ","$34,114,067 "
52,29-Oct-99,Dreaming of Joseph Lees,"$3,250,000 ","$7,680 ","$7,680 "
53,12-Jun-68,Rosemary's Baby,"$3,200,000 ","$33,395,426 ","$33,395,426 "
54,6-Jul-18,Sorry to Bother You,"$3,200,000 ","$17,493,096 ","$18,285,560 "
55,22-Apr-62,The Man Who Shot Liberty Valance,"$3,200,000 ","$8,000,000 ","$8,000,000 "
56,16-Jul-04,Maria Full of Grace,"$3,200,000 ","$6,529,624 ","$14,441,158 "
57,3-Jun-11,Beginners,"$3,200,000 ","$5,790,894 ","$14,314,407 "
58,22-Apr-16,The Meddler,"$3,200,000 ","$4,267,219 ","$5,526,942 "
59,29-Jul-09,Adam,"$3,200,000 ","$2,283,291 ","$2,834,485 "
60,22-Sep-06,Feast,"$3,200,000 ","$56,131 ","$690,872 "
61,20-Dec-46,Itâs a Wonderful Life,"$3,180,000 ","$6,600,000 ","$10,768,908 "
62,19-Jul-96,Trainspotting,"$3,100,000 ","$16,501,785 ","$71,558,971 "
63,12-Apr-13,Antiviral,"$3,100,000 ",$0 ,"$123,407 "
64,28-Jul-78,National Lampoon's Animal House,"$3,000,000 ","$141,600,000 ","$141,600,000 "
65,20-Oct-10,Paranormal Activity 2,"$3,000,000 ","$84,752,907 ","$177,512,032 "
66,28-Aug-15,War Room,"$3,000,000 ","$67,790,117 ","$73,975,239 "
67,7-Jun-13,The Purge,"$3,000,000 ","$64,473,115 ","$91,266,581 "
68,22-Dec-64,Goldfinger,"$3,000,000 ","$51,100,000 ","$124,900,000 "
69,12-Oct-12,Sinister,"$3,000,000 ","$48,086,903 ","$87,727,807 "
70,18-Aug-00,The Original Kings of Comedy,"$3,000,000 ","$38,168,022 ","$38,236,338 "
71,18-Dec-57,The Bridge on the River Kwai,"$3,000,000 ","$33,300,000 ","$33,300,000 "
72,1-Jan-78,Coming Home,"$3,000,000 ","$32,653,000 ","$32,653,000 "
73,20-Nov-98,Waking Ned Devine,"$3,000,000 ","$24,793,251 ","$55,193,251 "
74,1-Aug-97,Air Bud,"$3,000,000 ","$24,646,936 ","$27,788,649 "
75,11-Oct-02,Bowling for Columbine,"$3,000,000 ","$21,576,018 ","$58,240,487 "
76,1-Nov-85,A Nightmare on Elm Street Part 2: Freddy's Revenge,"$3,000,000 ","$21,163,999 ","$21,163,999 "
77,7-Mar-86,A Room with a View,"$3,000,000 ","$20,966,644 ","$20,966,644 "
78,10-Jun-75,Love and Death,"$3,000,000 ","$20,123,742 ","$20,123,742 "
79,1-Aug-86,Friday the 13th Part VI: Jason Lives,"$3,000,000 ","$19,472,057 ","$19,472,057 "
80,2-Aug-02,Martin Lawrence Live: RunTelDat,"$3,000,000 ","$19,184,820 ","$19,184,820 "
81,15-Jun-60,The Apartment,"$3,000,000 ","$18,600,000 ","$24,600,000 "
82,20-Sep-58,Cat on a Hot Tin Roof,"$3,000,000 ","$17,570,324 ","$17,570,324 "
83,26-May-70,Beneath the Planet of the Apes,"$3,000,000 ","$17,489,009 ","$17,489,009 "
84,6-Apr-01,Pokemon 3: The Movie,"$3,000,000 ","$17,052,128 ","$68,452,128 "
85,13-Aug-93,Jason Goes to Hell: The Final Friday,"$3,000,000 ","$15,935,068 ","$15,935,068 "
86,27-Apr-90,Spaced Invaders,"$3,000,000 ","$15,000,000 ","$15,000,000 "
87,9-Apr-76,Family Plot,"$3,000,000 ","$13,200,000 ","$13,200,000 "
88,16-Jul-66,Torn Curtain,"$3,000,000 ","$13,000,000 ","$13,000,000 "
89,1-Jun-18,Upgrade,"$3,000,000 ","$11,977,130 ","$16,553,285 "
90,3-Mar-06,Dave Chappelle's Block Party,"$3,000,000 ","$11,718,595 ","$12,051,924 "
91,25-Oct-85,Krush Groove,"$3,000,000 ","$11,052,713 ","$11,052,713 "
92,7-Jul-60,Elmer Gantry,"$3,000,000 ","$10,400,000 ","$10,400,000 "
93,8-May-09,Next Day Air,"$3,000,000 ","$10,027,047 ","$10,172,519 "
94,19-Dec-61,Judgment at Nuremberg,"$3,000,000 ","$10,000,000 ","$10,000,000 "
95,4-Nov-98,Belly,"$3,000,000 ","$9,639,390 ","$9,639,390 "
96,12-May-99,Trippinâ,"$3,000,000 ","$9,017,070 ","$9,017,070 "
97,26-Aug-48,Red River,"$3,000,000 ","$9,012,000 ","$9,012,000 "
98,8-Aug-01,The Deep End,"$3,000,000 ","$8,823,109 ","$9,981,635 "
99,24-May-13,Before Midnight,"$3,000,000 ","$8,110,621 ","$23,251,930 "
100,20-Nov-87,Teen Wolf Too,"$3,000,000 ","$7,888,000 ","$7,888,000 "
1,31-Jul-09,The Collector,"$3,000,000 ","$7,712,114 ","$10,473,836 "
2,8-Jul-88,Phantasm II,"$3,000,000 ","$7,282,851 ","$7,282,851 "
3,27-Oct-17,Let There Be Light,"$3,000,000 ","$7,233,471 ","$7,241,309 "
4,7-Apr-06,Phat Girlz,"$3,000,000 ","$7,061,128 ","$7,301,115 "
5,1-Oct-04,Woman Thou Art Loosed,"$3,000,000 ","$6,879,730 ","$6,879,730 "
6,18-Oct-02,Real Women Have Curves,"$3,000,000 ","$5,853,194 ","$7,777,790 "
7,28-Aug-81,Gallipoli,"$3,000,000 ","$5,732,587 ","$5,732,587 "
8,28-Apr-06,Water,"$3,000,000 ","$5,529,144 ","$11,322,573 "
9,22-Jul-16,Donât Think Twice,"$3,000,000 ","$4,417,983 ","$4,417,983 "
10,24-Jun-16,Swiss Army Man,"$3,000,000 ","$4,210,454 ","$5,837,111 "
11,14-Apr-00,East is East,"$3,000,000 ","$4,170,647 ","$30,438,635 "
12,1-Sep-00,Whipped,"$3,000,000 ","$4,142,507 ","$4,142,507 "
13,28-Feb-97,Kama Sutra,"$3,000,000 ","$4,109,095 ","$4,109,095 "
14,17-May-13,Frances Ha,"$3,000,000 ","$4,067,398 ","$11,262,769 "
15,30-Apr-10,Please Give,"$3,000,000 ","$4,033,574 ","$4,570,178 "
16,30-Jun-71,Willy Wonka & the Chocolate Factory,"$3,000,000 ","$4,000,000 ","$4,000,000 "
17,24-Sep-93,Warlock: The Armageddon,"$3,000,000 ","$3,902,679 ","$3,902,679 "
18,18-Apr-97,8 Heads in a Duffel Bag,"$3,000,000 ","$3,602,884 ","$4,002,884 "
19,13-Sep-78,Days of Heaven,"$3,000,000 ","$3,446,749 ","$3,660,880 "
20,24-May-02,Thirteen Conversations About One Thing,"$3,000,000 ","$3,287,435 ","$3,705,923 "
21,22-Apr-16,Compadres,"$3,000,000 ","$3,127,773 ","$7,445,044 "
22,19-Feb-99,Jawbreaker,"$3,000,000 ","$3,076,820 ","$3,076,820 "
23,9-Aug-96,Basquiat,"$3,000,000 ","$2,962,051 ","$2,962,051 "
24,24-Feb-06,Tsotsi,"$3,000,000 ","$2,912,606 ","$11,537,539 "
25,9-Apr-10,Letters to God,"$3,000,000 ","$2,848,587 ","$3,237,452 "
26,16-Oct-98,Happiness,"$3,000,000 ","$2,746,453 ","$5,746,453 "
27,4-Apr-03,DysFunkTional Family,"$3,000,000 ","$2,255,000 ","$2,255,000 "
28,19-Sep-14,Tusk,"$3,000,000 ","$1,821,983 ","$1,887,554 "
29,12-May-17,The Wall,"$3,000,000 ","$1,803,064 ","$4,495,262 "
30,24-Oct-03,Elephant,"$3,000,000 ","$1,266,955 ","$10,051,516 "
31,6-Apr-12,Damsels in Distress,"$3,000,000 ","$1,007,535 ","$1,324,299 "
32,25-Mar-05,Oldboy,"$3,000,000 ","$707,391 ","$6,239,723 "
33,6-May-11,Hobo with a Shotgun,"$3,000,000 ","$703,372 ","$834,953 "
34,8-May-15,The D Train,"$3,000,000 ","$669,688 ","$772,366 "
35,7-Sep-12,Bachelorette,"$3,000,000 ","$446,770 ","$12,577,401 "
36,15-Jan-10,Fish Tank,"$3,000,000 ","$374,675 ","$5,922,292 "
37,5-Sep-08,Everybody Wants to Be Italian,"$3,000,000 ","$351,416 ","$351,416 "
38,9-Sep-11,Creature,"$3,000,000 ","$331,000 ","$331,000 "
39,9-Dec-16,The Bounce Back,"$3,000,000 ","$321,910 ","$421,404 "
40,23-Aug-96,Freeway,"$3,000,000 ","$295,493 ","$295,493 "
41,6-Oct-06,Love's Abiding Joy,"$3,000,000 ","$252,726 ","$252,726 "
42,12-Feb-93,Dead Alive,"$3,000,000 ","$242,623 ","$242,623 "
43,1-Oct-10,Chain Letter,"$3,000,000 ","$205,842 ","$1,022,453 "
44,2-Mar-12,Tim and Eric's Billion Dollar Movie,"$3,000,000 ","$201,436 ","$223,652 "
45,9-Nov-07,Holly,"$3,000,000 ","$163,069 ","$163,069 "
46,26-Mar-10,The Eclipse,"$3,000,000 ","$133,411 ","$133,411 "
47,21-Mar-08,The Grand,"$3,000,000 ","$115,879 ","$115,879 "
48,17-Mar-06,Sommersturm,"$3,000,000 ","$95,204 ","$95,204 "
49,15-Aug-14,Fort McCoy,"$3,000,000 ","$78,948 ","$78,948 "
50,4-Aug-99,The Gambler,"$3,000,000 ","$51,773 ","$101,773 "
51,13-Oct-00,Just Looking,"$3,000,000 ","$39,852 ","$39,852 "
52,4-Sep-15,Before We Go,"$3,000,000 ","$37,151 ","$483,938 "
53,13-Jan-12,The Divide,"$3,000,000 ","$18,000 ","$156,362 "
54,9-Sep-11,Tanner Hall,"$3,000,000 ","$5,073 ","$5,073 "
55,30-Sep-05,My Big Fat Independent Movie,"$3,000,000 ","$4,655 ","$4,655 "
56,10-Oct-17,Demonic,"$3,000,000 ",$0 ,"$4,668,109 "
57,15-Apr-08,Ã l\'intÃ©rieur,"$3,000,000 ",$0 ,"$895,932 "
58,27-Jun-14,They Came Together,"$3,000,000 ",$0 ,"$82,780 "
59,21-May-13,Open Road,"$3,000,000 ",$0 ,"$47,469 "
60,28-Jul-51,Alice in Wonderland,"$3,000,000 ",$0 ,$0 
61,1-Oct-10,Barry Munday,"$3,000,000 ",$0 ,$0 
62,31-Dec-09,The Deported,"$3,000,000 ",$0 ,$0 
63,31-Dec-09,Chicago Overcoat,"$3,000,000 ",$0 ,$0 
64,13-Sep-11,Never Back Down 2: The Beatdown,"$3,000,000 ",$0 ,$0 
65,31-Dec-15,AWOL-72,"$3,000,000 ",$0 ,$0 
66,15-Jan-13,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,"$3,000,000 ",$0 ,$0 
67,6-Feb-15,Enter the Dangerous Mind,"$3,000,000 ",$0 ,$0 
68,17-Mar-15,Something Wicked,"$3,000,000 ",$0 ,$0 
69,18-Sep-67,Point Blank,"$3,000,000 ",$0 ,$0 
70,27-Oct-14,Iguana,"$3,000,000 ",$0 ,$0 
71,31-Dec-09,Four Single Fathers,"$3,000,000 ",$0 ,$0 
72,14-Aug-15,Amnesiac,"$3,000,000 ",$0 ,$0 
73,31-Dec-15,Unnatural,"$3,000,000 ",$0 ,$0 
74,11-Dec-15,Close Range,"$3,000,000 ",$0 ,$0 
75,18-Jan-46,The Harvey Girls,"$2,931,000 ","$4,100,000 ","$4,100,000 "
76,15-Feb-50,Cinderella,"$2,900,000 ","$85,000,000 ","$263,591,415 "
77,20-Nov-98,Central do Brasil,"$2,900,000 ","$5,969,553 ","$17,006,158 "
78,19-Dec-61,Pocketful of Miracles,"$2,900,000 ","$5,000,000 ","$5,000,000 "
79,24-Mar-06,Boynton Beach Club,"$2,900,000 ","$3,127,472 ","$3,127,472 "
80,1-Oct-10,Freakonomics,"$2,900,000 ","$101,270 ","$172,867 "
81,19-Aug-11,Griff the Invisible,"$2,900,000 ","$20,778 ","$25,935 "
82,29-Mar-59,Some Like it Hot,"$2,883,848 ","$25,000,000 ","$25,019,542 "
83,10-Jun-05,High Tension,"$2,850,000 ","$3,681,066 ","$6,435,262 "
84,15-Dec-74,Young Frankenstein,"$2,800,000 ","$86,300,000 ","$86,300,000 "
85,25-Jun-76,The Omen,"$2,800,000 ","$48,570,885 ","$48,570,885 "
86,22-Jul-05,Hustle & Flow,"$2,800,000 ","$22,202,809 ","$23,591,783 "
87,13-May-88,Friday the 13th Part VII: The New Blood,"$2,800,000 ","$19,170,001 ","$19,170,001 "
88,15-Sep-06,Artie Lange's Beer League,"$2,800,000 ","$475,000 ","$475,000 "
89,25-Aug-39,The Wizard of Oz,"$2,777,000 ","$34,063,405 ","$34,305,476 "
90,15-Feb-08,Diary of the Dead,"$2,750,000 ","$952,620 ","$5,394,447 "
91,17-Oct-79,The Black Stallion,"$2,700,000 ","$37,799,643 ","$37,799,643 "
92,13-Jun-97,Ulee's Gold,"$2,700,000 ","$9,054,736 ","$15,600,000 "
93,26-Oct-18,Indivisible,"$2,700,000 ","$3,511,417 ","$3,588,305 "
94,1-Sep-06,Lage Raho Munna Bhai,"$2,700,000 ","$2,217,561 ","$31,517,561 "
95,31-Dec-15,Sardaar Ji,"$2,700,000 ",$0 ,"$8,200,000 "
96,31-Dec-08,Rejsen til Saturn,"$2,700,000 ",$0 ,"$5,377,665 "
97,12-Jun-63,Donovan's Reef,"$2,686,000 ","$6,600,000 ","$6,600,000 "
98,12-Jan-56,Diane,"$2,660,000 ",$0 ,$0 
99,16-Jan-98,The Dress,"$2,650,000 ","$16,556 ","$16,556 "
100,24-Dec-43,A Guy Named Joe,"$2,627,000 ","$5,363,000 ","$5,363,000 "
1,7-Feb-74,Blazing Saddles,"$2,600,000 ","$119,500,000 ","$119,500,000 "
2,13-Apr-84,Friday the 13th Part IV: The Final Chapter,"$2,600,000 ","$32,980,880 ","$32,980,880 "
3,2-May-14,Ida,"$2,600,000 ","$3,827,060 ","$15,298,355 "
4,1-Jan-87,Maurice,"$2,600,000 ","$3,147,950 ","$3,198,308 "
5,9-Jul-04,Riding Giants,"$2,600,000 ","$2,276,368 ","$3,292,333 "
6,12-Dec-08,Los CronocrÃ­menes,"$2,600,000 ","$39,127 ","$564,474 "
7,31-Dec-11,La Cara Oculta,"$2,600,000 ",$0 ,"$7,033,931 "
8,7-Dec-07,Timber Falls,"$2,600,000 ",$0 ,"$71,248 "
9,31-Dec-08,Silver Medalist,"$2,600,000 ",$0 ,$0 
10,1-Apr-11,"Fat, Sick & Nearly Dead","$2,600,000 ",$0 ,$0 
11,10-Apr-52,Singin' in the Rain,"$2,540,000 ","$7,200,000 ","$7,200,000 "
12,11-Jan-13,A Haunted House,"$2,500,000 ","$40,041,683 ","$59,922,558 "
13,13-Jul-12,2016: Obamaâs America,"$2,500,000 ","$33,349,941 ","$33,349,941 "
14,3-Jul-13,Kevin Hart: Let Me Explain,"$2,500,000 ","$32,244,051 ","$32,327,255 "
15,28-Jul-04,Garden State,"$2,500,000 ","$26,782,316 ","$36,028,802 "
16,4-Oct-96,That Thing You Do!,"$2,500,000 ","$25,857,416 ","$34,557,416 "
17,30-Oct-81,Halloween II,"$2,500,000 ","$25,533,818 ","$25,533,818 "
18,22-Oct-82,Halloween 3: Season of the Witch,"$2,500,000 ","$14,400,000 ","$14,400,000 "
19,1-Oct-08,Religulous,"$2,500,000 ","$13,011,160 ","$13,881,317 "
20,1-Jan-71,Escape from the Planet of the Apes,"$2,500,000 ","$12,300,000 ","$12,300,000 "
21,29-May-63,Hud,"$2,500,000 ","$10,000,000 ","$10,000,000 "
22,2-Aug-13,The Spectacular Now,"$2,500,000 ","$6,852,971 ","$6,916,951 "
23,29-Sep-91,My Own Private Idaho,"$2,500,000 ","$6,401,336 ","$6,401,336 "
24,27-Jan-95,Before Sunrise,"$2,500,000 ","$5,274,005 ","$5,690,220 "
25,24-Jun-16,Hunt for the Wilderpeople,"$2,500,000 ","$5,205,471 ","$23,845,533 "
26,17-Aug-12,Robot & Frank,"$2,500,000 ","$3,317,468 ","$4,934,356 "
27,3-Oct-03,Sur Le Seuil,"$2,500,000 ","$2,013,052 ","$2,013,052 "
28,16-Jun-00,Jesus' Son,"$2,500,000 ","$1,282,084 ","$1,687,548 "
29,27-May-05,Saving Face,"$2,500,000 ","$1,187,266 ","$1,269,705 "
30,20-Jun-08,Brick Lane,"$2,500,000 ","$1,094,998 ","$3,838,486 "
31,1-Mar-13,The Lost Medallion: The Adventures of Billy Stone,"$2,500,000 ","$549,632 ","$549,632 "
32,26-Sep-03,My Life Without Me,"$2,500,000 ","$432,360 ","$12,267,275 "
33,31-Mar-06,Marilyn Hotchkiss' Ballroom Dancing and Charm School,"$2,500,000 ","$349,132 ","$497,195 "
34,1-Apr-11,Super,"$2,500,000 ","$327,716 ","$593,933 "
35,14-Nov-08,Fuel,"$2,500,000 ","$174,255 ","$174,255 "
36,9-Apr-10,Valley of the Hearts Delight,"$2,500,000 ","$118,666 ","$118,666 "
37,31-Oct-08,The Other End of the Line,"$2,500,000 ","$115,504 ","$507,446 "
38,18-Jun-10,8: The Mormon Proposition,"$2,500,000 ","$100,280 ","$100,280 "
39,17-Apr-09,Sleep Dealer,"$2,500,000 ","$80,136 ","$108,907 "
40,24-Aug-07,Eye of the Dolphin,"$2,500,000 ","$72,210 ","$72,260 "
41,16-Aug-13,Underdogs,"$2,500,000 ","$35,017 ","$1,392,649 "
42,8-Sep-00,Anatomie,"$2,500,000 ","$9,598 ","$9,598 "
43,31-Dec-09,The Calling,"$2,500,000 ",$0 ,$0 
44,21-Jun-13,Alien Uprising,"$2,500,000 ",$0 ,$0 
45,31-Dec-10,Christmas Mail,"$2,500,000 ",$0 ,$0 
46,3-Jul-15,Stung,"$2,500,000 ",$0 ,$0 
47,1-Sep-17,Sky Sharks,"$2,500,000 ",$0 ,$0 
48,13-Oct-15,8 Days,"$2,500,000 ",$0 ,$0 
49,2-Sep-16,Antibirth,"$2,500,000 ",$0 ,$0 
50,2-Feb-16,The Rise of the Krays,"$2,500,000 ",$0 ,$0 
51,31-Dec-14,Not Safe For Work,"$2,500,000 ",$0 ,$0 
52,13-May-11,Go For It!,"$2,450,000 ","$180,237 ","$182,358 "
53,16-Oct-96,Get on the Bus,"$2,400,000 ","$5,691,854 ","$5,691,854 "
54,5-Jan-07,Thr3e,"$2,400,000 ","$1,008,849 ","$1,420,418 "
55,1-Sep-06,Idiocracy,"$2,400,000 ","$444,093 ","$500,296 "
56,31-Dec-09,NiktÃ©,"$2,400,000 ",$0 ,"$1,333,891 "
57,14-Nov-14,Always Woodstock,"$2,400,000 ",$0 ,$0 
58,25-Jul-07,This is England,"$2,380,000 ","$327,919 ","$8,739,576 "
59,27-Jun-44,Bathing Beauty,"$2,361,000 ","$3,500,000 ","$3,500,000 "
60,20-Mar-15,Do You Believe?,"$2,300,000 ","$12,985,600 ","$14,304,931 "
61,17-Jul-51,Show Boat,"$2,300,000 ","$11,000,000 ","$11,000,000 "
62,1-May-98,"Dancer, Texas Pop. 81","$2,300,000 ","$574,838 ","$574,838 "
63,5-Sep-14,Frontera,"$2,300,000 ","$59,696 ","$59,696 "
64,26-Aug-11,Redemption Road,"$2,300,000 ","$29,384 ","$29,384 "
65,15-Apr-15,The Toxic Avenger Part II,"$2,300,000 ",$0 ,$0 
66,19-Jan-16,Eden,"$2,300,000 ",$0 ,$0 
67,19-Jun-87,The Brave Little Toaster,"$2,300,000 ",$0 ,$0 
68,9-Feb-40,Pinocchio,"$2,289,247 ","$84,300,000 ","$84,300,000 "
69,13-Nov-40,Fantasia,"$2,280,000 ","$83,320,000 ","$83,320,000 "
70,13-Aug-82,Friday the 13th Part 3,"$2,250,000 ","$36,690,067 ","$36,690,067 "
71,9-Oct-71,The French Connection,"$2,200,000 ","$41,158,757 ","$41,158,757 "
72,22-Mar-85,Friday the 13th Part V: A New Beginning,"$2,200,000 ","$21,930,418 ","$21,930,418 "
73,9-Feb-07,The Last Sin Eater,"$2,200,000 ","$388,390 ","$388,390 "
74,31-Dec-08,Impact Point,"$2,200,000 ",$0 ,$0 
75,3-May-45,The Valley of Decision,"$2,160,000 ","$9,132,000 ","$9,132,000 "
76,31-Dec-05,Chicken Tikka Masala,"$2,160,000 ",$0 ,"$37,865 "
77,7-Oct-08,Jack Brooks: Monster Slayer,"$2,150,000 ",$0 ,$0 
78,21-Nov-46,The Best Years of Our Lives,"$2,100,000 ","$23,600,000 ","$23,600,000 "
79,13-Jul-01,Bully,"$2,100,000 ","$881,824 ","$1,381,824 "
80,29-May-02,Elling,"$2,100,000 ","$313,436 ","$313,436 "
81,16-Oct-16,Mi America,"$2,100,000 ","$3,330 ","$3,330 "
82,14-Jul-09,[Rec],"$2,100,000 ",$0 ,"$23,266,821 "
83,31-Dec-12,Infected,"$2,100,000 ",$0 ,$0 
84,31-Dec-10,Lies in Plain Sight,"$2,100,000 ",$0 ,$0 
85,6-Oct-15,The Timber,"$2,100,000 ",$0 ,$0 
86,19-Jan-16,Sharkskin,"$2,100,000 ",$0 ,$0 
87,30-Sep-11,Courageous,"$2,000,000 ","$34,522,221 ","$35,185,884 "
88,8-Apr-64,From Russia With Love,"$2,000,000 ","$24,800,000 ","$78,900,000 "
89,21-May-82,Mad Max 2: The Road Warrior,"$2,000,000 ","$24,600,832 ","$24,600,832 "
90,15-Aug-46,Notorious,"$2,000,000 ","$24,464,742 ","$24,464,742 "
91,2-Aug-67,In the Heat of the Night,"$2,000,000 ","$24,379,978 ","$24,407,647 "
92,17-Dec-73,Sleeper,"$2,000,000 ","$18,344,729 ","$18,344,729 "
